record_id,event_date,entity_name,entity_type,region,risk_type,risk_level,risk_score,sentiment,sentiment_score,violation_reason,impact_scope,penalty_amount,heat_score,summary,source_type,source,title,url,llm_confidence,manual_check
NEWS_000019,2026-06-08,中信建投证券,证券,北京,舆情风险,中,40.0,中性,0.0,AI量化工具宣传可能误导散户，实际胜率不稳定，存在投资者教育不足风险,客户权益、行业声誉,0.0,10.0,文章探讨券商向散户推广AI量化工具，指出其实际胜率约七成，散户与机构差距未缩小，存在合规与投资者保护风险。,news,东方财富新闻,量化AI工具真能让散户“只赚不赔”吗？ _ 东方财富网,http://biz.eastmoney.com/a/202606083762745890.html,0.85,待审核
NEWS_000020,2026-06-08,和顺电气,上市公司,江苏,经营风险,低,30.0,正面,0.85,中标订单尚未签署正式合同，存在不确定性,机构自身,0.0,10.0,和顺电气中标国家电网2.37亿元项目，占营收64.87%，但合同尚未签署，存在不确定性。,news,东方财富新闻,电力产业链景气度持续提升 多家上市公司中标电力大单 _ 东方财富网,http://finance.eastmoney.com/a/202606083762744579.html,0.9,待审核
NEWS_000021,2026-06-08,未知,基金,未知,其他风险,低,40.0,正面,0.6,无违规，业绩比较基准调整平稳，基准向持仓靠拢,整个行业,0.0,10.0,首批公募基金业绩比较基准调整平稳落地，涉及195只产品，调整遵循基准向持仓靠拢原则，未引发大幅调仓，权益中枢上调释放积极信号。,news,东方财富新闻,首批业绩比较基准调整平稳落地 基金评价重新定“锚” _ 东方财富网,http://finance.eastmoney.com/a/202606083762782910.html,0.9,待审核
NEWS_000022,2026-06-08,华泰证券,证券,未知,市场操纵风险,中,53.2,负面,-0.55,AI链产业催化真空与宏观风险再定价，市场风格再平衡，成长承压,机构自身、整个行业,0.0,10.0,华泰证券发布A股策略，指出短期A股进入AI链催化真空与宏观风险再定价窗口，建议适度止盈AI链，向银行、小金属等再平衡。,news,东方财富新闻,华泰证券A股策略：短期继续保持均衡配置 _ 东方财富网,http://finance.eastmoney.com/a/202606083762781011.html,0.85,待审核
NEWS_000023,2026-06-08,东方财富证券,证券,未知,舆情风险,中,40.0,中性,0.0,科技板块拥挤度引发热议，市场风格切换讨论升温,整个行业,0.0,10.0,券商密集调研科技公司，科技板块拥挤度创年内新高，分析师热议市场风格切换，部分看好消费股。,news,东方财富新闻,券商单月调研七百四十一家公司 科技板块拥挤度引发热议 _ 东方财富网,http://finance.eastmoney.com/a/202606083762749174.html,0.85,待审核
NEWS_000024,2026-06-08,派瑞股份,上市公司,未知,信息披露风险,高,67.8,负面,-0.85,因涉嫌信息披露违法违规被证监会立案，并收到行政处罚事先告知书,机构自身、投资者权益,0.0,10.0,派瑞股份因涉嫌信披违法违规被证监会立案，后续收到陕西证监局行政处罚事先告知书，面临ST风险。,news,东方财富新闻,6月8日国内四大证券报纸、重要财经媒体头版头条内容精华摘要 _ 东方财富网,http://finance.eastmoney.com/a/202606083762764437.html,0.95,待审核
NEWS_000025,2026-06-08,江波龙,上市公司,未知,信息披露风险,低,34.5,负面,-0.3,副总经理计划减持股份，可能引发市场对公司前景的担忧,机构自身,0.0,10.0,江波龙副总经理朱宇计划在2026年6月30日至9月29日期间减持不超过59.84万股，占公司总股本的0.1414%。,news,东方财富新闻,东方财富财经早餐 6月8日周一 _ 东方财富网,http://finance.eastmoney.com/a/202606073762718177.html,0.9,待审核
NEWS_000026,2026-06-08,恒星科技,上市公司,未知,舆情风险,中,49.8,负面,-0.65,股价异常波动，涉及热点概念炒作，公司澄清相关概念与实际业务脱节,机构自身、投资者权益,0.0,10.0,恒星科技因股价连续三日涨幅偏离值超20%发布公告，澄清光纤、黄金、机械设备三大热点概念均为炒作，相关业务对业绩影响微小或尚未形成收入，提醒投资者理性判断。,news,东方财富新闻,股价3日涨幅偏离值超20% 恒星科技紧急澄清：三大热点概念均为 “虚火” _ 东方财富网,http://finance.eastmoney.com/a/202606073762725965.html,0.92,待审核
NEWS_000027,2026-06-08,派瑞股份,上市公司,未知,信息披露风险,高,67.8,负面,-0.85,通过篡改商品验收单据延迟确认销售收入，导致多期财报虚增虚减营收，平滑业绩,机构自身、投资者权益,0.0,10.0,派瑞股份因篡改单据延迟确认收入，导致2024年报虚减营收2271.50万元、利润1711.73万元，2025半年报虚增营收和利润，被证监会处罚合计1020万元，股票被ST，6月8日停牌一天。,news,东方财富新闻,多期财报虚增虚减营收平滑业绩 派瑞股份将被“ST” _ 东方财富网,http://finance.eastmoney.com/a/202606073762701474.html,0.95,待审核
NEWS_000028,2026-06-08,新宙邦,上市公司,未知,经营风险,中,40.0,中性,0.0,协议履行存在市场需求波动、技术路线变更等不确定性,机构自身,0.0,10.0,新宙邦与宁德时代签订30万吨电解液长期合作协议，但协议履行存在市场需求波动、技术路线变更等风险，可能影响公司经营业绩。,news,东方财富新闻,30万吨电解液大单落地！新宙邦与宁德时代签订长期合作协议 _ 东方财富网,http://finance.eastmoney.com/a/202606073762731790.html,0.9,待审核
NEWS_000029,2026-06-08,泰坦股份,上市公司,未知,市场操纵风险,高,62.8,负面,-0.85,核心产品仍处研发阶段，股价却因概念炒作大幅上涨，存在严重非理性炒作风险,机构自身、投资者权益,0.0,10.0,泰坦股份因电子布织机概念被炒作，股价多次异常波动，市盈率超331倍，但产品仍处研发阶段，且盈利能力持续下滑。高盛、瑞银等外资一季度大举买入，加剧市场风险。,news,东方财富新闻,“电子布织机”牛股泰坦股份又提示风险 高盛、瑞银一季度大举买入 _ 东方财富网,http://finance.eastmoney.com/a/202606073762701090.html,0.95,待审核
NEWS_000030,2026-06-08,韩建河山,上市公司,未知,经营风险,高,62.8,负面,-0.85,参股公司威格斯盘锦持续大幅亏损，技术缺陷导致产能远低于设计值，未来可能继续计提大额损失，影响重组协同逻辑,机构自身,0.0,10.0,韩建河山参股的威格斯盘锦公司连续两年巨亏，2025年亏损9474万元，因技术缺陷产能仅约100吨/年，远低于1500吨/年设计产能，未来可能继续计提损失，影响其10.7亿元收购的PEEK产业链协同逻辑。,news,东方财富新闻,威格斯盘锦公司连续亏损 韩建河山重组影响几何 _ 东方财富网,http://finance.eastmoney.com/a/202606073762717871.html,0.92,待审核
NEWS_000031,2026-06-07,博通,上市公司,未知,经营风险,中,49.8,负面,-0.65,AI业绩指引不及预期，引发市场调整,整个行业,0.0,10.0,博通AI收入业绩指引不及市场预期，直接引发美股半导体、AI算力龙头回落，并传导至亚太市场，加剧市场波动。,news,东方财富新闻,十大机构论市：如何看待美股黑色星期五？如何影响A股？ _ 东方财富网,http://finance.eastmoney.com/a/202606073762681589.html,0.85,待审核
NEWS_000032,2026-06-07,中际旭创,上市公司,未知,其他风险,低,35.0,正面,0.85,无违规，市值大幅增长反映市场认可,机构自身,0.0,10.0,中际旭创因AI产业链需求，股价一年涨幅超10倍，市值突破千亿，成为硬科技领域代表。,news,东方财富新闻,A股大市值公司版图正改写：千亿市值A股公司跃升至201家 一年增加66家 _ 东方财富网,http://finance.eastmoney.com/a/202606073762668884.html,0.9,待审核
NEWS_000033,2026-06-07,望奎双汇,上市公司,黑龙江,合规风险,高,62.8,负面,-0.85,猪肉抗生素超标，违反食品安全规定,机构自身、客户权益,0.0,10.0,望奎双汇猪肉被曝抗生素超标，国务院食安办成立工作组督导查处，涉及食品安全违规。,news,东方财富新闻,周末要闻汇总：国常会研究未来产业发展有关工作 _ 东方财富网,http://finance.eastmoney.com/a/202606073762655896.html,0.95,待审核
NEWS_000034,2026-06-06,中国证券监督管理委员会,其他,北京,其他风险,低,40.0,正面,0.85,无违规，为监管机构正面表态,整个行业,0.0,10.0,证监会主席吴清在基金业协会会议上表示，将贯彻十五五规划，深化公募基金改革，建设一流投资机构，强调规范、客户为本、功能为要、创新为基。,news,东方财富新闻,证监会主席吴清：力争“十五五”期间建设一流投资机构取得突破性进展 _ 东方财富网,http://finance.eastmoney.com/a/202606063762563862.html,0.95,待审核
NEWS_000035,2026-06-06,公募基金,基金,未知,其他风险,低,30.0,正面,0.85,无违规，正面报道投资先进制造和科创领域,整个行业,0.0,10.0,证监会主席吴清表示，过去五年公募基金投资先进制造和科创领域股票超过6万亿元，体现对实体经济的支持。,news,东方财富新闻,证监会主席吴清：过去五年公募投资先进制造和科创领域股票超过6万亿元 _ 东方财富网,http://stock.eastmoney.com/a/202606063762563326.html,0.95,待审核
NEWS_000036,2026-06-06,中国证券投资基金业协会,基金,北京,其他风险,低,35.0,正面,0.85,无违规，致辞强调行业机遇与高质量发展,整个行业,0.0,10.0,证监会主席吴清在基金业协会会员大会上致辞，指出人工智能等科技革命亟需适配的金融服务体系，基金行业面临战略机遇，包括经济转型、金融结构调整和资本市场制度重塑。,news,东方财富新闻,证监会主席吴清：以人工智能为代表的全球新一轮科技革命和产业变革加快突破 亟需构建更加适配的金融服务体系 _ 东方财富网,http://finance.eastmoney.com/a/202606063762554698.html,0.95,待审核
NEWS_000037,2026-06-06,中国证券投资基金业协会,基金,北京,合规风险,中,45.0,正面,0.65,未提及具体违规，但强调防范伪创新和乱创新,整个行业,0.0,10.0,证监会主席吴清在基金业协会会议上强调头部机构提升综合实力，中小机构走特色化路线，并加强创新风险防控，遏制伪创新。,news,东方财富新闻,证监会主席吴清：头部机构要全面提升综合竞争实力 中小机构不要拼规模要拼特色 _ 东方财富网,http://finance.eastmoney.com/a/202606063762553614.html,0.7,待审核
NEWS_000038,2026-06-06,中国证监会,其他,北京,合规风险,低,35.0,正面,0.85,无违规，强调投资者利益优先和行业改革,整个行业,0.0,10.0,证监会主席吴清在基金业协会会议上强调坚持客户为本，注重投资者利益优先，推动行业从重规模向重回报转型，遏制违规行为。,news,东方财富新闻,证监会主席吴清：坚持客户为本 始终注重投资者利益优先,http://fund.eastmoney.com/a/202606063762553477.html,0.95,待审核
NEWS_000039,2026-06-06,中国证券投资基金业协会,其他,未知,其他风险,低,35.0,正面,0.85,无违规，内容为监管层鼓励创新和长期投资,整个行业,0.0,10.0,证监会主席吴清在基金业协会会议上强调长期资本、耐心资本的重要性，鼓励投早、投小、投长期、投硬科技，并支持国资基金健全容错机制，优化考核标准。,news,东方财富新闻,证监会主席吴清：增强在创新“无人区”陪跑的本领 更好投早、投小、投长期、投硬科技 _ 东方财富网,http://finance.eastmoney.com/a/202606063762553287.html,0.95,待审核
NEWS_000040,2026-06-06,证监会,其他,北京,市场操纵风险,中,40.0,中性,0.0,程序化交易可能被滥用，存在操纵市场、扰乱市场秩序的风险,整个行业,0.0,10.0,证监会主席吴清表示将持续完善程序化交易监管，坚决打击操纵市场等违法违规行为。,news,东方财富新闻,证监会主席吴清：持续完善程序化交易监管的机制安排 坚决打击操纵市场、扰乱市场秩序等违法违规行为 _ 东方财富网,http://finance.eastmoney.com/a/202606063762553017.html,0.9,待审核
NEWS_000041,2026-06-06,中国证监会,其他,北京,市场操纵风险,中,45.0,中性,0.0,持续完善程序化交易监管，坚决打击操纵市场等违法违规行为,整个行业,0.0,10.0,吴清主席在讲话中强调将完善程序化交易监管，打击操纵市场行为，维护市场秩序。,news,东方财富新闻,吴清：持续完善程序化交易监管的机制安排 坚决打击操纵市场、扰乱市场秩序等违法违规行为 _ 东方财富网,http://finance.eastmoney.com/a/202606063762552639.html,0.9,待审核
NEWS_000042,2026-06-05,海南百迈科医疗科技股份有限公司,上市公司,海南,其他风险,低,30.0,中性,0.0,无违规行为，仅为IPO上会审议,机构自身,0.0,10.0,百迈科北交所IPO将于6月12日上会审议，目前无负面信息。,news,东方财富新闻,百迈科北交所IPO将于6月12日上会 _ 东方财富网,http://finance.eastmoney.com/a/202606053762268560.html,0.95,待审核
NEWS_000043,2026-06-05,瑞松科技,上市公司,未知,经营风险,低,30.0,中性,0.0,定增募资用于项目建设和补充流动资金，属于正常融资行为,机构自身,0.0,10.0,瑞松科技拟定向增发募资不超过7.84亿元，用于高精高速六轴机器人产业化项目、总部及研发中心升级、补充流动资金及偿还贷款。,news,东方财富新闻,瑞松科技：拟定增募资不超7.84亿元 用于高精高速六轴机器人产业化项目等 _ 东方财富网,http://finance.eastmoney.com/a/202606053762225787.html,0.9,待审核
NEWS_000044,2026-06-05,爱施德,上市公司,未知,合规风险,中,47.5,负面,-0.5,自查发现需补缴企业所得税税款及滞纳金3.08亿元,机构自身,0.0,10.0,爱施德因涉税事项自查，补缴企业所得税及滞纳金合计3.08亿元，已全部缴纳完毕，不涉及行政处罚，不影响正常经营。,news,东方财富新闻,爱施德：补缴税款及滞纳金合计3.08亿元 _ 东方财富网,http://finance.eastmoney.com/a/202606053762183082.html,0.9,待审核
NEWS_000045,2026-06-05,久吾高科,上市公司,未知,其他风险,低,30.0,正面,0.6,无违规，可转债申请获深交所审核通过,机构自身,0.0,10.0,久吾高科向不特定对象发行可转债申请获深交所审核通过，符合发行条件、上市条件和信息披露要求。,news,东方财富新闻,久吾高科：向不特定对象发行可转债申请获深交所审核通过 _ 东方财富网,http://finance.eastmoney.com/a/202606053762148828.html,0.9,待审核
NEWS_000046,2026-06-05,龙芯中科,上市公司,未知,其他风险,低,30.0,中性,0.0,股东拟询价转让股份，非公开且非二级市场减持，但受让后6个月内不得转让,机构自身,0.0,10.0,龙芯中科股东中科百孚、利禾博投资拟询价转让501万股，占总股本1.25%，为非公开转让，受让方6个月内不得转让。,news,东方财富新闻,龙芯中科：股东中科百孚、利禾博投资拟询价转让501万股 _ 东方财富网,http://finance.eastmoney.com/a/202606053762141216.html,0.9,待审核
NEWS_000047,2026-06-05,软通动力,上市公司,未知,其他风险,低,30.0,正面,0.6,无违规，实际控制人提议回购股份用于股权激励，属于正面公司治理行为,机构自身,0.0,10.0,软通动力实际控制人提议回购1亿-2亿元股份用于股权激励，旨在提升公司价值与员工积极性。,news,东方财富新闻,软通动力：实际控制人提议回购1亿-2亿元公司股份用于股权激励 _ 东方财富网,http://finance.eastmoney.com/a/202606053762124966.html,0.9,待审核
NEWS_000048,2026-06-05,中重科技,上市公司,未知,舆情风险,中,40.0,中性,0.0,公司发布风险提示公告，澄清不涉及机器人业务，但市场可能因概念炒作产生误解,机构自身,0.0,10.0,中重科技发布风险提示公告，澄清主营业务为冶金智能装备，不涉及机器人及零配件生产，提示投资者注意概念炒作风险。,news,东方财富新闻,3连板中重科技：不涉及机器人及零配件的生产制造 _ 东方财富网,http://finance.eastmoney.com/a/202606053762125238.html,0.9,待审核
NEWS_000049,2026-06-05,淳中科技,上市公司,未知,信息披露风险,中,40.0,中性,0.0,股票交易异常波动，公司澄清业务不涉及液冷服务器生产制造，仅参与测试环节且存在不确定性,机构自身、投资者,0.0,10.0,淳中科技因股价连续三日涨幅偏离值达20%发布异动公告，澄清公司业务不涉及液冷服务器生产制造，仅参与液冷老化测试平台等测试环节，且业务推进存在不确定性。,news,东方财富新闻,淳中科技：业务不涉及液冷服务器的生产制造 _ 东方财富网,http://finance.eastmoney.com/a/202606053762114178.html,0.9,待审核
NEWS_000050,2026-06-05,大族激光,上市公司,未知,市场操纵风险,中,49.8,负面,-0.65,控股股东及多名高管计划减持股份，可能引发市场对公司前景的担忧,机构自身,0.0,10.0,大族激光公告控股股东及多名高管拟合计减持不超0.6952%股份，减持计划可能影响投资者信心。,news,东方财富新闻,大族激光：控股股东及多名高管拟合计减持不超0.6952%股份 _ 东方财富网,http://finance.eastmoney.com/a/202606053762113135.html,0.9,待审核
NEWS_000051,2026-06-05,华峰化学,上市公司,浙江,合规风险,中,40.0,中性,0.0,关联交易尚未完成审计评估及审批程序，存在不确定性,机构自身,0.0,10.0,华峰化学筹划发行股份及支付现金收购关联方资产，交易构成关联交易，尚需多项审批，存在不确定性。,news,东方财富新闻,华峰化学：筹划发行股份及支付现金收购华峰TPU及浙江合成树脂100%股权 _ 东方财富网,http://finance.eastmoney.com/a/202606053762111385.html,0.85,待审核
NEWS_000052,2026-06-05,菲林格尔,上市公司,未知,舆情风险,中,47.5,负面,-0.5,股东及高管拟减持股份，可能引发市场负面解读,机构自身,0.0,10.0,菲林格尔公告称，持股5%以上股东亚太集团及副总经理吉富堂拟合计减持不超2.5281%股份，减持期间为2026年6月30日至2026年9月29日。,news,东方财富新闻,菲林格尔：股东亚太集团及高管吉富堂拟合计减持不超2.5281%股份 _ 东方财富网,http://finance.eastmoney.com/a/202606053762113317.html,0.85,待审核
NEWS_000053,2026-06-05,深交所,证券,广东,市场操纵风险,中,47.5,负面,-0.5,对199起证券异常交易行为采取自律监管措施，涉及盘中拉抬打压、虚假申报等,整个行业,0.0,10.0,深交所本周对199起证券异常交易行为采取自律监管措施，涉及拉抬打压、虚假申报等，并上报4起涉嫌违法违规案件线索。,news,东方财富新闻,深交所：本周共对199起证券异常交易行为采取了自律监管措施 _ 东方财富网,http://stock.eastmoney.com/a/202606053762109474.html,0.9,待审核
NEWS_000054,2026-06-05,盛洋科技,上市公司,未知,其他风险,低,30.0,中性,0.0,定增募资用于项目建设，无违规行为,机构自身,0.0,10.0,盛洋科技公告拟定向增发募资不超过10.76亿元，用于卫星互联网通信终端智能制造等项目，属于正常融资行为。,news,东方财富新闻,盛洋科技：拟定增募资不超过10.76亿元用于卫星互联网通信终端智能制造项目 _ 东方财富网,http://finance.eastmoney.com/a/202606053762106630.html,0.9,待审核
NEWS_000055,2026-06-05,杭州华大海天科技股份有限公司,上市公司,浙江,其他风险,低,30.0,正面,0.8,无违规，IPO过会属于正面事件,机构自身,0.0,10.0,杭州华大海天科技股份有限公司在北交所IPO过会，符合发行条件、上市条件和信息披露要求。,news,东方财富新闻,华大海天北交所IPO过会 _ 东方财富网,http://finance.eastmoney.com/a/202606053762104856.html,0.95,待审核
NEWS_000056,2026-06-05,摩根士丹利,证券,未知,其他风险,低,30.0,正面,0.85,无违规，积极投资布局硬科技,机构自身,0.0,10.0,摩根士丹利等国际投行看好中国硬科技，重点布局AI算力与光通信产业链企业，并上调中国经济增速预期。,news,东方财富新闻,外资加码投资中国硬科技 _ 东方财富网,http://finance.eastmoney.com/a/202606053762099777.html,0.9,待审核
NEWS_000057,2026-06-05,韩建河山,上市公司,未知,经营风险,中,40.0,中性,0.0,收购标的公司可能带来整合风险及业绩不确定性,机构自身,0.0,10.0,韩建河山拟10.7亿元收购兴福新材99.9978%股份，旨在打造第二增长曲线，但收购存在整合风险。,news,东方财富新闻,韩建河山：拟10.7亿元收购兴福新材99.9978%股份 _ 东方财富网,http://finance.eastmoney.com/a/202606053762099668.html,0.8,待审核
NEWS_000058,2026-06-05,九号公司,上市公司,未知,其他风险,低,30.0,正面,0.6,无违规，公司主动回购股份以维护股东利益,机构自身,0.0,10.0,九号公司拟以1.5亿元至3亿元回购股份，用于减少注册资本，回购价格不超过60元/份，期限12个月。,news,东方财富新闻,九号公司：拟以1.5亿元至3亿元回购股份 _ 东方财富网,http://finance.eastmoney.com/a/202606053762099478.html,0.9,待审核
NEWS_000059,2026-06-05,*ST太和,上市公司,未知,内部控制风险,中,40.0,中性,0.0,董事长因个人原因辞职，可能反映公司治理或内部控制存在隐患,机构自身,0.0,10.0,*ST太和董事长吴靖因个人原因辞职，未持有公司股份，辞职不影响公司正常运作，公司将尽快完成补选。,news,东方财富新闻,*ST太和：董事长吴靖因个人原因辞职 _ 东方财富网,http://finance.eastmoney.com/a/202606053762092391.html,0.85,待审核
NEWS_000060,2026-06-05,江波龙,上市公司,未知,合规风险,低,34.5,负面,-0.3,副总经理计划减持股份，可能引发市场对公司前景的担忧,机构自身,0.0,10.0,江波龙副总经理朱宇计划在2026年6月30日至9月29日期间减持不超过59.84万股，占总股本0.1414%，可能对股价产生一定压力。,news,东方财富新闻,江波龙：副总经理朱宇拟减持不超59.84万股 _ 东方财富网,http://finance.eastmoney.com/a/202606053762086156.html,0.85,待审核
