entity_name,entity_type,region,risk_type,risk_level,sentiment,sentiment_score,violation_reason,impact_scope,summary,llm_confidence,record_id,source_type,url
泰坦股份,上市公司,未知,市场操纵风险,高,负面,-0.85,核心产品仍处研发阶段，股价却因概念炒作大幅上涨，存在严重非理性炒作风险,机构自身、投资者权益,泰坦股份因电子布织机概念被炒作，股价多次异常波动，市盈率超331倍，但产品仍处研发阶段，且盈利能力持续下滑。高盛、瑞银等外资一季度大举买入，加剧市场风险。,0.95,NEWS_000029,news,http://finance.eastmoney.com/a/202606073762701090.html
韩建河山,上市公司,未知,经营风险,高,负面,-0.85,参股公司威格斯盘锦持续大幅亏损，技术缺陷导致产能远低于设计值，未来可能继续计提大额损失，影响重组协同逻辑,机构自身,韩建河山参股的威格斯盘锦公司连续两年巨亏，2025年亏损9474万元，因技术缺陷产能仅约100吨/年，远低于1500吨/年设计产能，未来可能继续计提损失，影响其10.7亿元收购的PEEK产业链协同逻辑。,0.92,NEWS_000030,news,http://finance.eastmoney.com/a/202606073762717871.html
博通,上市公司,未知,经营风险,中,负面,-0.65,AI业绩指引不及预期，引发市场调整,整个行业,博通AI收入业绩指引不及市场预期，直接引发美股半导体、AI算力龙头回落，并传导至亚太市场，加剧市场波动。,0.85,NEWS_000031,news,http://finance.eastmoney.com/a/202606073762681589.html
中际旭创,上市公司,未知,其他风险,低,正面,0.85,无违规，市值大幅增长反映市场认可,机构自身,中际旭创因AI产业链需求，股价一年涨幅超10倍，市值突破千亿，成为硬科技领域代表。,0.9,NEWS_000032,news,http://finance.eastmoney.com/a/202606073762668884.html
望奎双汇,上市公司,黑龙江,合规风险,高,负面,-0.85,猪肉抗生素超标，违反食品安全规定,机构自身、客户权益,望奎双汇猪肉被曝抗生素超标，国务院食安办成立工作组督导查处，涉及食品安全违规。,0.95,NEWS_000033,news,http://finance.eastmoney.com/a/202606073762655896.html
中国证券监督管理委员会,其他,北京,其他风险,低,正面,0.85,无违规，为监管机构正面表态,整个行业,证监会主席吴清在基金业协会会议上表示，将贯彻十五五规划，深化公募基金改革，建设一流投资机构，强调规范、客户为本、功能为要、创新为基。,0.95,NEWS_000034,news,http://finance.eastmoney.com/a/202606063762563862.html
公募基金,基金,未知,其他风险,低,正面,0.85,无违规，正面报道投资先进制造和科创领域,整个行业,证监会主席吴清表示，过去五年公募基金投资先进制造和科创领域股票超过6万亿元，体现对实体经济的支持。,0.95,NEWS_000035,news,http://stock.eastmoney.com/a/202606063762563326.html
中国证券投资基金业协会,基金,北京,其他风险,低,正面,0.85,无违规，致辞强调行业机遇与高质量发展,整个行业,证监会主席吴清在基金业协会会员大会上致辞，指出人工智能等科技革命亟需适配的金融服务体系，基金行业面临战略机遇，包括经济转型、金融结构调整和资本市场制度重塑。,0.95,NEWS_000036,news,http://finance.eastmoney.com/a/202606063762554698.html
中国证券投资基金业协会,基金,北京,合规风险,中,正面,0.65,未提及具体违规，但强调防范伪创新和乱创新,整个行业,证监会主席吴清在基金业协会会议上强调头部机构提升综合实力，中小机构走特色化路线，并加强创新风险防控，遏制伪创新。,0.7,NEWS_000037,news,http://finance.eastmoney.com/a/202606063762553614.html
中国证监会,其他,北京,合规风险,低,正面,0.85,无违规，强调投资者利益优先和行业改革,整个行业,证监会主席吴清在基金业协会会议上强调坚持客户为本，注重投资者利益优先，推动行业从重规模向重回报转型，遏制违规行为。,0.95,NEWS_000038,news,http://fund.eastmoney.com/a/202606063762553477.html
中国证券投资基金业协会,其他,未知,其他风险,低,正面,0.85,无违规，内容为监管层鼓励创新和长期投资,整个行业,证监会主席吴清在基金业协会会议上强调长期资本、耐心资本的重要性，鼓励投早、投小、投长期、投硬科技，并支持国资基金健全容错机制，优化考核标准。,0.95,NEWS_000039,news,http://finance.eastmoney.com/a/202606063762553287.html
证监会,其他,北京,市场操纵风险,中,中性,0.0,程序化交易可能被滥用，存在操纵市场、扰乱市场秩序的风险,整个行业,证监会主席吴清表示将持续完善程序化交易监管，坚决打击操纵市场等违法违规行为。,0.9,NEWS_000040,news,http://finance.eastmoney.com/a/202606063762553017.html
中国证监会,其他,北京,市场操纵风险,中,中性,0.0,持续完善程序化交易监管，坚决打击操纵市场等违法违规行为,整个行业,吴清主席在讲话中强调将完善程序化交易监管，打击操纵市场行为，维护市场秩序。,0.9,NEWS_000041,news,http://finance.eastmoney.com/a/202606063762552639.html
海南百迈科医疗科技股份有限公司,上市公司,海南,其他风险,低,中性,0.0,无违规行为，仅为IPO上会审议,机构自身,百迈科北交所IPO将于6月12日上会审议，目前无负面信息。,0.95,NEWS_000042,news,http://finance.eastmoney.com/a/202606053762268560.html
瑞松科技,上市公司,未知,经营风险,低,中性,0.0,定增募资用于项目建设和补充流动资金，属于正常融资行为,机构自身,瑞松科技拟定向增发募资不超过7.84亿元，用于高精高速六轴机器人产业化项目、总部及研发中心升级、补充流动资金及偿还贷款。,0.9,NEWS_000043,news,http://finance.eastmoney.com/a/202606053762225787.html
爱施德,上市公司,未知,合规风险,中,负面,-0.5,自查发现需补缴企业所得税税款及滞纳金3.08亿元,机构自身,爱施德因涉税事项自查，补缴企业所得税及滞纳金合计3.08亿元，已全部缴纳完毕，不涉及行政处罚，不影响正常经营。,0.9,NEWS_000044,news,http://finance.eastmoney.com/a/202606053762183082.html
久吾高科,上市公司,未知,其他风险,低,正面,0.6,无违规，可转债申请获深交所审核通过,机构自身,久吾高科向不特定对象发行可转债申请获深交所审核通过，符合发行条件、上市条件和信息披露要求。,0.9,NEWS_000045,news,http://finance.eastmoney.com/a/202606053762148828.html
龙芯中科,上市公司,未知,其他风险,低,中性,0.0,股东拟询价转让股份，非公开且非二级市场减持，但受让后6个月内不得转让,机构自身,龙芯中科股东中科百孚、利禾博投资拟询价转让501万股，占总股本1.25%，为非公开转让，受让方6个月内不得转让。,0.9,NEWS_000046,news,http://finance.eastmoney.com/a/202606053762141216.html
软通动力,上市公司,未知,其他风险,低,正面,0.6,无违规，实际控制人提议回购股份用于股权激励，属于正面公司治理行为,机构自身,软通动力实际控制人提议回购1亿-2亿元股份用于股权激励，旨在提升公司价值与员工积极性。,0.9,NEWS_000047,news,http://finance.eastmoney.com/a/202606053762124966.html
中重科技,上市公司,未知,舆情风险,中,中性,0.0,公司发布风险提示公告，澄清不涉及机器人业务，但市场可能因概念炒作产生误解,机构自身,中重科技发布风险提示公告，澄清主营业务为冶金智能装备，不涉及机器人及零配件生产，提示投资者注意概念炒作风险。,0.9,NEWS_000048,news,http://finance.eastmoney.com/a/202606053762125238.html
淳中科技,上市公司,未知,信息披露风险,中,中性,0.0,股票交易异常波动，公司澄清业务不涉及液冷服务器生产制造，仅参与测试环节且存在不确定性,机构自身、投资者,淳中科技因股价连续三日涨幅偏离值达20%发布异动公告，澄清公司业务不涉及液冷服务器生产制造，仅参与液冷老化测试平台等测试环节，且业务推进存在不确定性。,0.9,NEWS_000049,news,http://finance.eastmoney.com/a/202606053762114178.html
大族激光,上市公司,未知,市场操纵风险,中,负面,-0.65,控股股东及多名高管计划减持股份，可能引发市场对公司前景的担忧,机构自身,大族激光公告控股股东及多名高管拟合计减持不超0.6952%股份，减持计划可能影响投资者信心。,0.9,NEWS_000050,news,http://finance.eastmoney.com/a/202606053762113135.html
华峰化学,上市公司,浙江,合规风险,中,中性,0.0,关联交易尚未完成审计评估及审批程序，存在不确定性,机构自身,华峰化学筹划发行股份及支付现金收购关联方资产，交易构成关联交易，尚需多项审批，存在不确定性。,0.85,NEWS_000051,news,http://finance.eastmoney.com/a/202606053762111385.html
菲林格尔,上市公司,未知,舆情风险,中,负面,-0.5,股东及高管拟减持股份，可能引发市场负面解读,机构自身,菲林格尔公告称，持股5%以上股东亚太集团及副总经理吉富堂拟合计减持不超2.5281%股份，减持期间为2026年6月30日至2026年9月29日。,0.85,NEWS_000052,news,http://finance.eastmoney.com/a/202606053762113317.html
深交所,证券,广东,市场操纵风险,中,负面,-0.5,对199起证券异常交易行为采取自律监管措施，涉及盘中拉抬打压、虚假申报等,整个行业,深交所本周对199起证券异常交易行为采取自律监管措施，涉及拉抬打压、虚假申报等，并上报4起涉嫌违法违规案件线索。,0.9,NEWS_000053,news,http://stock.eastmoney.com/a/202606053762109474.html
盛洋科技,上市公司,未知,其他风险,低,中性,0.0,定增募资用于项目建设，无违规行为,机构自身,盛洋科技公告拟定向增发募资不超过10.76亿元，用于卫星互联网通信终端智能制造等项目，属于正常融资行为。,0.9,NEWS_000054,news,http://finance.eastmoney.com/a/202606053762106630.html
杭州华大海天科技股份有限公司,上市公司,浙江,其他风险,低,正面,0.8,无违规，IPO过会属于正面事件,机构自身,杭州华大海天科技股份有限公司在北交所IPO过会，符合发行条件、上市条件和信息披露要求。,0.95,NEWS_000055,news,http://finance.eastmoney.com/a/202606053762104856.html
摩根士丹利,证券,未知,其他风险,低,正面,0.85,无违规，积极投资布局硬科技,机构自身,摩根士丹利等国际投行看好中国硬科技，重点布局AI算力与光通信产业链企业，并上调中国经济增速预期。,0.9,NEWS_000056,news,http://finance.eastmoney.com/a/202606053762099777.html
韩建河山,上市公司,未知,经营风险,中,中性,0.0,收购标的公司可能带来整合风险及业绩不确定性,机构自身,韩建河山拟10.7亿元收购兴福新材99.9978%股份，旨在打造第二增长曲线，但收购存在整合风险。,0.8,NEWS_000057,news,http://finance.eastmoney.com/a/202606053762099668.html
九号公司,上市公司,未知,其他风险,低,正面,0.6,无违规，公司主动回购股份以维护股东利益,机构自身,九号公司拟以1.5亿元至3亿元回购股份，用于减少注册资本，回购价格不超过60元/份，期限12个月。,0.9,NEWS_000058,news,http://finance.eastmoney.com/a/202606053762099478.html
*ST太和,上市公司,未知,内部控制风险,中,中性,0.0,董事长因个人原因辞职，可能反映公司治理或内部控制存在隐患,机构自身,*ST太和董事长吴靖因个人原因辞职，未持有公司股份，辞职不影响公司正常运作，公司将尽快完成补选。,0.85,NEWS_000059,news,http://finance.eastmoney.com/a/202606053762092391.html
江波龙,上市公司,未知,合规风险,低,负面,-0.3,副总经理计划减持股份，可能引发市场对公司前景的担忧,机构自身,江波龙副总经理朱宇计划在2026年6月30日至9月29日期间减持不超过59.84万股，占总股本0.1414%，可能对股价产生一定压力。,0.85,NEWS_000060,news,http://finance.eastmoney.com/a/202606053762086156.html
重庆再升科技股份有限公司,上市公司,重庆,舆情风险,低,中性,0.0,网传虚假信息称公司将被ST，但经核实为谣言，公司未受处罚,机构自身,中国上市公司协会辟谣，网传再升科技因行政处罚被ST为虚假信息，公司股票未停牌或更名。,0.95,NEWS_000061,news,http://finance.eastmoney.com/a/202606053762090198.html
财通福鑫LOF,基金,未知,市场操纵风险,高,负面,-0.8,基金溢价较高，存在异常交易风险,机构自身、投资者权益,上交所对财通福鑫LOF等溢价较高的基金进行重点监控，因其溢价较高可能引发市场操纵风险。,0.9,NEWS_000062,news,http://finance.eastmoney.com/a/202606053762083474.html
东田微,上市公司,未知,经营风险,低,正面,0.65,无违规，但CPO相关布局尚处研发阶段，未形成规模化产品与营收贡献,机构自身,东田微光通信核心产品订单充足，产能利用率合理；围绕CPO开展前置性技术研发，但尚未形成规模化产品与营收贡献。,0.85,NEWS_000063,news,http://finance.eastmoney.com/a/202606053762084668.html
德宏股份,上市公司,未知,舆情风险,中,负面,-0.6,股东计划减持股份，可能引发市场负面解读,机构自身,德宏股份股东张宏保计划减持不超过2%股份，可能对股价造成压力，引发投资者担忧。,0.85,NEWS_000064,news,http://finance.eastmoney.com/a/202606053762083970.html
聚飞光电,上市公司,未知,其他风险,低,正面,0.75,无违规行为，公司产品研发和出货进展正常,机构自身,聚飞光电公告称其光通信产品持续量产，50G PON进入试产，400G SR、800G SR8光引擎持续出货，玻璃基Mini/Micro LED应用于半导体显示，并关注前瞻布局。,0.95,NEWS_000065,news,http://finance.eastmoney.com/a/202606053762083341.html
寒锐钴业,上市公司,江西,经营风险,中,正面,0.6,大规模投资可能带来资金压力和项目执行风险,机构自身,寒锐钴业拟投资20.03亿元建设电积镍及电池级硫酸镍项目，完善产业链布局，但需关注资金和项目风险。,0.85,NEWS_000066,news,http://finance.eastmoney.com/a/202606053762081659.html
中证协,其他,未知,合规风险,中,中性,0.0,IPO现场检查名单公布，被抽中企业需接受合规审查,机构自身,中证协公布2026年第三批IPO现场检查名单，6家拟IPO企业被抽中，均于5月受理，其中3家已进入问询阶段。,0.9,NEWS_000067,news,http://stock.eastmoney.com/a/202606053762076989.html
ST晨鸣,上市公司,山东,合规风险,中,负面,-0.6,向关联方借款未履行审议程序、未及时披露及在定期报告中披露,机构自身,ST晨鸣因2019年至2024年向5家关联方借款未履行审议程序、未及时披露及在定期报告中披露，收到山东证监局警示函并记入诚信档案。公司已结清相关业务，将加强内控管理。,0.9,NEWS_000068,news,http://finance.eastmoney.com/a/202606053762076811.html
郑盛,其他,未知,市场操纵风险,高,负面,-0.85,内幕交易，利用未公开信息买卖股票获利,机构自身,自然人郑盛因内幕交易被证监会没收违法所得209万余元并处以三倍罚款，合计约837万元。,0.95,NEWS_000069,news,http://finance.eastmoney.com/a/202606053762079543.html
康春叶,其他,未知,市场操纵风险,高,负面,-0.85,内幕交易，利用内幕信息买卖股票获利,机构自身、客户权益,康春叶作为内幕信息知情人的配偶，在内幕信息敏感期内控制多个账户买卖相关公司股票，获利368万余元，被证监会没收违法所得并罚款1000万元。,0.95,NEWS_000070,news,http://finance.eastmoney.com/a/202606053762079467.html
利和兴,上市公司,广东,经营风险,低,正面,0.3,无违规，投资建设研发生产基地属于正常经营扩张,机构自身,利和兴拟投资不超过3亿元建设高端半导体及自动化设备研发生产基地，属于正常投资活动，风险较低。,0.9,NEWS_000071,news,http://finance.eastmoney.com/a/202606053762073165.html
莱伯泰科,上市公司,未知,舆情风险,中,负面,-0.65,市场传闻误导投资者，公司澄清相关产品收入占比有限且业务拓展存在不确定性,机构自身,莱伯泰科发布公告澄清市场传闻，指出其电感耦合等离子体质谱仪系列产品在半导体领域收入占比有限，相关业务拓展存在不确定性，提醒投资者勿将传闻等同于业绩承诺。,0.92,NEWS_000072,news,http://finance.eastmoney.com/a/202606053762070932.html
伯特利,上市公司,未知,舆情风险,中,负面,-0.5,股东奇瑞科技因自身资金需要计划减持不超过3%股份,机构自身,伯特利公告称股东奇瑞科技因资金需要拟减持不超3%股份，减持期间为2026年6月30日至9月24日。,0.9,NEWS_000073,news,http://finance.eastmoney.com/a/202606053762067265.html
广汽集团,上市公司,未知,舆情风险,低,正面,0.3,公司澄清无出借股票行为，回应市场传闻,机构自身,广汽集团在互动平台澄清无出借本公司股票行为，强调合法经营，遵守监管要求，保障投资者利益。,0.9,NEWS_000074,news,http://finance.eastmoney.com/a/202606053762058643.html
佳华科技,上市公司,未知,经营风险,中,负面,-0.5,因市场环境变化及核心条款未达成一致，终止重大资产重组,机构自身,佳华科技终止发行股份及支付现金购买资产并募集配套资金事项，因市场环境变化及交易双方未能就核心条款达成一致，公司审慎决定终止交易。,0.9,NEWS_000075,news,http://finance.eastmoney.com/a/202606053762062225.html
博腾股份,上市公司,未知,其他风险,低,正面,0.6,公司回购股份用于注销并减少注册资本，属于正常资本运作，无违规行为,机构自身,博腾股份拟以8000万元至1亿元回购股份并注销，回购价格上限26.59元/股，预计回购376.08万股，占总股本0.69%，期限3个月。,0.9,NEWS_000076,news,http://finance.eastmoney.com/a/202606053762057125.html
禾川科技,上市公司,未知,其他风险,低,中性,0.0,股东因自身资金需求询价转让股份，不涉及违规减持,机构自身,禾川科技股东晴川投资拟询价转让604.05万股，占总股本4%，受让方为机构投资者，6个月内不得转让，不属于二级市场减持。,0.9,NEWS_000077,news,http://finance.eastmoney.com/a/202606053762039850.html
天准科技,上市公司,未知,经营风险,低,中性,0.0,子公司拟出售股票，属于正常资产处置，无违规行为,机构自身,天准科技全资子公司拟择机出售长光辰芯股票，预计交易金额约1.29亿元，账面成本5313.80万元，属于正常投资退出行为。,0.9,NEWS_000078,news,http://finance.eastmoney.com/a/202606053762034040.html
沪硅产业,上市公司,未知,舆情风险,中,负面,-0.6,大股东国家大基金减持3%股份，可能引发市场对公司前景的担忧,机构自身,沪硅产业公告称，股东国家大基金于2026年5月6日至6月4日累计减持3%股份，减持计划已实施完毕，当前持股12.49%。,0.9,NEWS_000079,news,http://finance.eastmoney.com/a/202606053762033679.html
天洋新材,上市公司,未知,舆情风险,低,中性,0.0,董事因个人资金需求减持股份，不涉及违规,机构自身,天洋新材董事李铁山计划减持不超过45万股，占总股本0.104%，减持原因为个人资金需求，按市场价格进行。,0.95,NEWS_000080,news,http://finance.eastmoney.com/a/202606053762030760.html
中国证监会,其他,北京,合规风险,中,中性,0.0,私募基金行业存在募资结构失衡、部分机构质量不高、风险时有发生等问题，需加强监管,整个行业,国务院办公厅印发指导意见，加强私募基金监管，防范风险，促进高质量发展，证监会将制定三年行动方案落实。,0.9,NEWS_000081,news,http://finance.eastmoney.com/a/202606053762027761.html
私募投资基金行业,基金,未知,合规风险,高,负面,-0.8,部分私募基金成为违法犯罪、新型腐败和隐性腐败工具，存在违规代持、通道化、自融自用、利益输送等问题,整个行业、客户权益,国务院办公厅发布指导意见，指出私募基金行业存在准入机制不完善、监管不到位、制度不健全等问题，部分私募基金成为违法犯罪和腐败工具，要求加强监管、防范风险，推动行业高质量发展。,0.95,NEWS_000082,news,http://finance.eastmoney.com/a/202606053762020631.html
返利科技,上市公司,未知,其他风险,低,正面,0.8,公司撤销退市风险警示，证券简称变更，风险解除,机构自身,*ST返利撤销退市风险警示，股票停牌一天后复牌，简称变更为返利科技，涨跌幅限制恢复至10%。,0.95,NEWS_000083,news,http://finance.eastmoney.com/a/202606053762006839.html
湖南发展,上市公司,湖南,内部控制风险,低,中性,0.0,财务负责人因工作调整辞职，属于正常人事变动，未发现违规行为,机构自身,湖南发展财务负责人李志科因工作调整辞职，董事长刘志刚代行职责，属于正常人事变动，未涉及违规或负面事件。,0.9,NEWS_000084,news,http://finance.eastmoney.com/a/202606053761979664.html
百利天恒,上市公司,未知,其他风险,低,正面,0.6,无违规，公司获得银行专项贷款用于回购股份，属于正常经营行为,机构自身,百利天恒获得中国银行不超过1.8亿元股票回购专项贷款承诺函，用于回购股份并实施员工持股或股权激励，有利于提升公司价值。,0.9,NEWS_000085,news,http://finance.eastmoney.com/a/202606053761950573.html
鑫科材料,上市公司,未知,经营风险,中,负面,-0.6,终止定增并撤回申请，原计划募资3.5亿元用于偿债和补充流动资金，可能反映公司融资能力或经营状况变化,机构自身,鑫科材料终止2026年度向特定对象发行A股股票并撤回申请，原拟募资不超3.5亿元用于偿还银行贷款和补充流动资金，发行对象为控股股东。,0.85,NEWS_000086,news,http://finance.eastmoney.com/a/202606053761946024.html
