entity_name,entity_type,region,risk_type,risk_level,sentiment,sentiment_score,violation_reason,impact_scope,summary,llm_confidence,record_id,source_type,url
unknown_entity,other,江苏,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",江苏医保和您一起比药价,0.55,REG_000024,regulation,https://www.nhsa.gov.cn/art/2026/6/9/art_14_20897.html
unknown_entity,other,新疆,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",亲情账户、家庭共济是什么，怎么用？以新疆医保为例讲解,0.55,REG_000025,regulation,https://www.nhsa.gov.cn/art/2026/6/8/art_14_20889.html
unknown_entity,other,unknown,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",医保支付方式改革有关情况介绍（第3期）,0.55,REG_000026,regulation,https://www.nhsa.gov.cn/art/2026/6/8/art_14_20886.html
unknown_entity,other,unknown,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",焦点访谈：制度改革破局 国产创新药跑出“加速度”,0.55,REG_000027,regulation,https://www.nhsa.gov.cn/art/2026/6/8/art_14_20882.html
unknown_entity,other,unknown,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",“卒”不及防，“脑”动乾坤,0.55,REG_000028,regulation,https://www.nhsa.gov.cn/art/2026/6/7/art_14_20872.html
unknown_entity,other,unknown,insurance_compliance_risk,medium,negative,-0.65,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",专项行动典型案例第四期：定点零售药店违法违规使用医保基金问题,0.55,REG_000029,regulation,https://www.nhsa.gov.cn/art/2026/6/7/art_14_20879.html
unknown_entity,other,unknown,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",2026年第二批医保参照药预沟通论证顺利实施,0.55,REG_000030,regulation,https://www.nhsa.gov.cn/art/2026/6/6/art_14_20877.html
unknown_entity,other,unknown,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",抗生素耐药性：滥用抗生素后果有多严重？,0.55,REG_000031,regulation,https://www.nhsa.gov.cn/art/2026/6/6/art_14_20870.html
unknown_entity,other,西藏,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",西藏医保和您一起比药价,0.55,REG_000032,regulation,https://www.nhsa.gov.cn/art/2026/6/5/art_14_20866.html
unknown_entity,other,unknown,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",“医码”当先 刷脸无忧,0.55,REG_000033,regulation,https://www.nhsa.gov.cn/art/2026/6/5/art_14_20864.html
unknown_entity,other,新疆,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",新疆医保和您一起比药价,0.55,REG_000034,regulation,https://www.nhsa.gov.cn/art/2026/6/4/art_14_20855.html
unknown_entity,other,unknown,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",刷脸、扫码，3分钟搞定,0.55,REG_000035,regulation,https://www.nhsa.gov.cn/art/2026/6/4/art_14_20846.html
unknown_entity,other,云南,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",云南医保和您一起比药价,0.55,REG_000036,regulation,https://www.nhsa.gov.cn/art/2026/6/3/art_14_20844.html
unknown_entity,other,unknown,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",医保支付方式改革有关情况介绍（第2期）,0.55,REG_000037,regulation,https://www.nhsa.gov.cn/art/2026/6/3/art_14_20842.html
unknown_entity,other,unknown,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",“失能不失爱 保障有温度” 徐州长护经办的承诺,0.55,REG_000038,regulation,https://www.nhsa.gov.cn/art/2026/6/3/art_14_20840.html
unknown_entity,other,unknown,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",清算提速见实效：2025年度清算5月底前圆满完成，154个统筹地区3...,0.55,REG_000039,regulation,https://www.nhsa.gov.cn/art/2026/6/2/art_14_20838.html
unknown_entity,other,unknown,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",“一人一档”提供精准服务保障,0.55,REG_000040,regulation,https://www.nhsa.gov.cn/art/2026/6/2/art_14_20833.html
unknown_entity,other,unknown,insurance_compliance_risk,medium,negative,-0.65,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",深入开展医保基金专项整治 严厉打击违法违规使用医保基金行为,0.55,REG_000041,regulation,https://www.nhsa.gov.cn/art/2026/6/2/art_14_20829.html
unknown_entity,other,unknown,insurance_compliance_risk,medium,negative,-0.65,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",专项行动典型案例第三期：定点零售药店违法违规使用医保基金问题,0.55,REG_000042,regulation,https://www.nhsa.gov.cn/art/2026/5/31/art_14_20818.html
unknown_entity,other,unknown,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",养成新习惯，别花冤枉钱——国家医保局建议用好药店比价小程序,0.55,REG_000043,regulation,https://www.nhsa.gov.cn/art/2026/5/30/art_14_20812.html
unknown_entity,other,四川,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",四川医保和您一起比药价,0.55,REG_000044,regulation,https://www.nhsa.gov.cn/art/2026/6/1/art_14_20826.html
unknown_entity,other,吉林,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",【吉林】吉林医保和您一起比药价,0.55,REG_000045,regulation,http://www.nhsa.gov.cn/art/2026/5/26/art_14_20714.html
unknown_entity,other,山东,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",【山东】测血压数据自动上云，医保个人健康档案“掌上查”,0.55,REG_000046,regulation,http://www.nhsa.gov.cn/art/2026/5/25/art_14_20700.html
unknown_entity,other,河南,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",【河南】医保支持基层，河南有实招！,0.55,REG_000047,regulation,http://www.nhsa.gov.cn/art/2026/5/24/art_14_20683.html
可查询您在省内医保定点医院,hospital,贵州,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",【贵州】贵州医保微信公众号上线重要新功能 可查询您在省内医保定点医院...,0.55,REG_000048,regulation,http://www.nhsa.gov.cn/art/2026/5/23/art_14_20690.html
unknown_entity,other,海南,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",【海南】海南医保和您一起比药价,0.55,REG_000049,regulation,http://www.nhsa.gov.cn/art/2026/5/22/art_14_20584.html
unknown_entity,other,黑龙江,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",【黑龙江】黑龙江医保和您一起比药价,0.55,REG_000050,regulation,http://www.nhsa.gov.cn/art/2026/5/21/art_14_20575.html
广西医保影像云就已覆盖绝大部分三级医院,hospital,广西,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",【广西】仅三个月！广西医保影像云就已覆盖绝大部分三级医院！,0.55,REG_000051,regulation,http://www.nhsa.gov.cn/art/2026/5/20/art_14_20565.html
便捷支付让群众和医院,hospital,天津,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",【天津】便捷支付让群众和医院都得到了实惠,0.55,REG_000052,regulation,http://www.nhsa.gov.cn/art/2026/5/13/art_14_20485.html
unknown_entity,other,安徽,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",【安徽】安徽医保和您一起比药价,0.55,REG_000053,regulation,http://www.nhsa.gov.cn/art/2026/5/12/art_14_20481.html
unknown_entity,other,北京,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",【北京】北京医保和您一起比药价,0.55,REG_000054,regulation,http://www.nhsa.gov.cn/art/2026/5/11/art_14_20468.html
unknown_entity,other,甘肃,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",【甘肃】甘肃医保和您一起比药价,0.55,REG_000055,regulation,http://www.nhsa.gov.cn/art/2026/5/9/art_14_20451.html
unknown_entity,other,山东,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",【山东】“出生即参、落地即享” 医保都做了啥？,0.55,REG_000056,regulation,http://www.nhsa.gov.cn/art/2026/5/9/art_14_20434.html
unknown_entity,other,湖南,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",【湖南】湖南医保和您一起比药价,0.55,REG_000057,regulation,http://www.nhsa.gov.cn/art/2026/5/8/art_14_20428.html
unknown_entity,other,江西,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",【江西】江西医保和您一起比药价,0.55,REG_000058,regulation,http://www.nhsa.gov.cn/art/2026/5/6/art_14_20407.html
unknown_entity,other,山东,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",【山东】山东医保和您一起比药价,0.55,REG_000059,regulation,http://www.nhsa.gov.cn/art/2026/4/30/art_14_20389.html
unknown_entity,other,河北,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",【河北】河北医保和您一起比药价,0.55,REG_000060,regulation,http://www.nhsa.gov.cn/art/2026/4/29/art_14_20373.html
unknown_entity,other,陕西,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",【陕西】陕西医保和您一起比药价,0.55,REG_000061,regulation,http://www.nhsa.gov.cn/art/2026/4/28/art_14_20352.html
unknown_entity,other,广西,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",【广西】广西医保和您一起比药价,0.55,REG_000062,regulation,http://www.nhsa.gov.cn/art/2026/5/7/art_14_20423.html
unknown_entity,other,广东,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",【广东】广东医保和您一起比药价,0.55,REG_000063,regulation,http://www.nhsa.gov.cn/art/2026/4/27/art_14_20344.html
unknown_entity,other,重庆,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",【重庆】重庆医保和您一起比药价,0.55,REG_000064,regulation,http://www.nhsa.gov.cn/art/2026/4/24/art_14_20319.html
unknown_entity,other,河南,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",【河南】打造医保结算“快车道” 跑出便民惠企“加速度”,0.55,REG_000065,regulation,http://www.nhsa.gov.cn/art/2026/4/23/art_14_20314.html
unknown_entity,other,浙江,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",【浙江】数字赋能 服务提质 杭州医保便捷支付体系全面提速升级,0.55,REG_000066,regulation,http://www.nhsa.gov.cn/art/2026/4/19/art_14_20247.html
unknown_entity,other,辽宁,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",【辽宁】辽宁省人民政府办公厅关于印发《辽宁省建立长期护理保险制度实施...,0.55,REG_000067,regulation,http://www.nhsa.gov.cn/art/2026/4/18/art_14_20243.html
unknown_entity,other,江西,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",【江西】江西省人民政府办公厅关于印发《江西省建立长期护理保险制度实施...,0.55,REG_000068,regulation,http://www.nhsa.gov.cn/art/2026/4/17/art_14_20241.html
unknown_entity,other,湖南,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",【湖南】7月1日起全面铺开！湖南将迎来政策范围内住院分娩“零自付”时...,0.55,REG_000069,regulation,http://www.nhsa.gov.cn/art/2026/4/17/art_14_20238.html
unknown_entity,other,内蒙古,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",【内蒙古】内蒙古特例单议启动线上评审，结果可查可复议,0.55,REG_000070,regulation,http://www.nhsa.gov.cn/art/2026/4/13/art_14_20201.html
unknown_entity,other,广东,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",【广东】告别“同病不同码” 深圳出台医保结算清单诊断编码填报指南,0.55,REG_000071,regulation,http://www.nhsa.gov.cn/art/2026/4/7/art_14_20135.html
unknown_entity,other,河北,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",【河北】河北省医疗保障局等10部门关于印发《河北省建立长期护理保险制...,0.55,REG_000072,regulation,http://www.nhsa.gov.cn/art/2026/4/7/art_14_20124.html
unknown_entity,other,海南,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",【海南】海南省人民政府办公厅关于印发《海南省建立长期护理保险制度实施...,0.55,REG_000073,regulation,http://www.nhsa.gov.cn/art/2026/4/6/art_14_20128.html
unknown_entity,other,云南,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",【云南】云南省人民政府办公厅关于印发《云南省建立长期护理保险制度实施...,0.55,REG_000074,regulation,http://www.nhsa.gov.cn/art/2026/4/5/art_14_20122.html
unknown_entity,other,四川,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",【四川】四川省人民政府办公厅关于印发《四川省建立长期护理保险制度实施...,0.55,REG_000075,regulation,http://www.nhsa.gov.cn/art/2026/4/3/art_14_20120.html
unknown_entity,other,山东,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",【山东】山东省人民政府办公厅关于建立完善长期护理保险制度的实施意见,0.55,REG_000076,regulation,http://www.nhsa.gov.cn/art/2026/4/1/art_14_20091.html
unknown_entity,other,山东,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",【山东】提前了！医保基金清算再提速,0.55,REG_000077,regulation,http://www.nhsa.gov.cn/art/2026/3/30/art_14_20065.html
unknown_entity,other,内蒙古,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",【内蒙古】内蒙古锡林郭勒盟：医保“四支付”赋能草原就医结算迈入“便捷...,0.55,REG_000078,regulation,http://www.nhsa.gov.cn/art/2026/3/28/art_14_20054.html
unknown_entity,other,云南,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",【云南】先看病后付费——昆明“信用就医”打造医保服务新模式,0.55,REG_000079,regulation,http://www.nhsa.gov.cn/art/2026/3/24/art_14_20011.html
unknown_entity,other,江西,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",【江西】江西2.4余万家单位参与“三进”行动，村卫生室也能买到集采药...,0.55,REG_000080,regulation,http://www.nhsa.gov.cn/art/2026/3/23/art_14_19995.html
北京200多家医院,hospital,北京,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",【北京】北京200多家医院支持医保移动支付,0.55,REG_000081,regulation,http://www.nhsa.gov.cn/art/2026/3/23/art_14_19980.html
unknown_entity,other,广西,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",【广西】又有一地实现生育“无自付”,0.55,REG_000082,regulation,http://www.nhsa.gov.cn/art/2026/3/22/art_14_19978.html
医保硬核举措护航创新医药,other,天津,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",【天津】从“绰绰有余”到“不够用” 医保硬核举措护航创新医药产业发展,0.55,REG_000083,regulation,http://www.nhsa.gov.cn/art/2026/3/14/art_14_19913.html
unknown_entity,other,湖南,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",【湖南】“冠心病PCI术后”门诊慢特病待遇认定“零跑腿”——湖南医保...,0.55,REG_000084,regulation,http://www.nhsa.gov.cn/art/2026/3/14/art_14_19908.html
unknown_entity,other,福建,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",【福建】提质增效，赋能发展——2025年度结算清算跑出厦门医保加速度,0.55,REG_000085,regulation,http://www.nhsa.gov.cn/art/2026/3/12/art_14_19870.html
unknown_entity,other,广东,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",【广东】江门住院分娩医保目录范围内个人“零自付”！,0.55,REG_000086,regulation,http://www.nhsa.gov.cn/art/2026/3/11/art_14_19864.html
unknown_entity,other,福建,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",【福建】厦门新生儿医保参保报销“秒办”惠及超10万家庭,0.55,REG_000087,regulation,http://www.nhsa.gov.cn/art/2026/3/11/art_14_19862.html
unknown_entity,other,安徽,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",【安徽】滁州医保“码上办+刷脸付”，让群众就医“少排队、少跑腿、少操...,0.55,REG_000088,regulation,http://www.nhsa.gov.cn/art/2026/3/9/art_14_19818.html
unknown_entity,other,宁夏,insurance_compliance_risk,low,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",【宁夏】以“医保”之名 暖心守护“她”——女性生育保险政策指南,0.55,REG_000089,regulation,http://www.nhsa.gov.cn/art/2026/3/8/art_14_19830.html
unknown_entity,other,unknown,insurance_compliance_risk,high,negative,-0.65,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",专项行动典型案例第五期：定点零售药店违法违规使用医保基金问题,0.55,REG_000090,regulation,http://www.nhsa.gov.cn/art/2026/6/15/art_14_20994.html
unknown_entity,other,unknown,insurance_compliance_risk,high,negative,-0.65,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",专项行动典型案例第四期：定点零售药店违法违规使用医保基金问题,0.55,REG_000091,regulation,http://www.nhsa.gov.cn/art/2026/6/7/art_14_20879.html
unknown_entity,other,unknown,insurance_compliance_risk,high,negative,-0.65,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",专项行动典型案例第二期：定点零售药店违法违规使用医保基金问题,0.55,REG_000092,regulation,http://www.nhsa.gov.cn/art/2026/5/27/art_14_20728.html
unknown_entity,other,unknown,drug_safety_risk,high,negative,-0.65,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",专项行动典型案例第一期：参保人超量开药并倒卖药品问题,0.55,REG_000093,regulation,http://www.nhsa.gov.cn/art/2026/5/8/art_14_20432.html
unknown_entity,other,吉林,insurance_compliance_risk,high,negative,-0.65,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",国家赴吉林医保基金飞行检查正式启动,0.55,REG_000094,regulation,http://www.nhsa.gov.cn/art/2024/6/19/art_14_12956.html
unknown_entity,other,unknown,insurance_compliance_risk,high,negative,-0.65,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",虚报工资额度骗取生育津贴？判刑！,0.55,REG_000095,regulation,http://www.nhsa.gov.cn/art/2024/6/18/art_14_12947.html
unknown_entity,other,unknown,insurance_compliance_risk,high,negative,-0.65,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",“医保返利”诱导购药是骗局！,0.55,REG_000096,regulation,http://www.nhsa.gov.cn/art/2024/6/17/art_14_12942.html
unknown_entity,other,unknown,insurance_compliance_risk,high,negative,-0.65,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",2024年度打击医保欺诈骗保宣传画征集作品（第八期）,0.55,REG_000097,regulation,http://www.nhsa.gov.cn/art/2024/6/16/art_14_12936.html
unknown_entity,other,unknown,drug_safety_risk,high,negative,-0.65,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",“倒卖药品”到底是赚还是赔？,0.55,REG_000098,regulation,http://www.nhsa.gov.cn/art/2024/6/15/art_14_12932.html
unknown_entity,other,unknown,insurance_compliance_risk,high,negative,-0.65,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",医保赋能医疗机构：主动规范医保基金使用，来看看这些医疗机构怎么做！（...,0.55,REG_000099,regulation,http://www.nhsa.gov.cn/art/2024/6/11/art_14_12895.html
unknown_entity,other,unknown,insurance_compliance_risk,high,negative,-0.65,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",2024年度打击医保欺诈骗保宣传画征集作品（第七期）,0.55,REG_000100,regulation,http://www.nhsa.gov.cn/art/2024/6/10/art_14_12889.html
