record_id,event_date,entity_name,entity_type,region,risk_type,risk_level,risk_score,sentiment,sentiment_score,violation_reason,impact_scope,penalty_amount,heat_score,summary,source_type,source,title,url,llm_confidence,manual_check
REG_000011,2026-06-12,unknown_entity,other,unknown,insurance_compliance_risk,low,35.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,长期照护师持证人数已超3万，2026年度第二次省际联考等您来报名（一...,regulation,国家医保局-医保动态,长期照护师持证人数已超3万，2026年度第二次省际联考等您来报名（一...,https://www.nhsa.gov.cn/art/2026/6/12/art_14_20989.html,0.55,pending_review
REG_000012,2026-06-12,unknown_entity,other,新疆,insurance_compliance_risk,low,35.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,新疆生产建设兵团医保和您一起比药价,regulation,国家医保局-医保动态,新疆生产建设兵团医保和您一起比药价,https://www.nhsa.gov.cn/art/2026/6/12/art_14_20980.html,0.55,pending_review
REG_000013,2026-06-12,unknown_entity,other,unknown,insurance_compliance_risk,low,35.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,医保支付方式改革有关情况介绍（第5期）,regulation,国家医保局-医保动态,医保支付方式改革有关情况介绍（第5期）,https://www.nhsa.gov.cn/art/2026/6/12/art_14_20969.html,0.55,pending_review
REG_000014,2026-06-12,unknown_entity,other,青海,insurance_compliance_risk,low,35.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,青海省人民政府办公厅关于印发《青海省建立长期护理保险制度实施方案》的...,regulation,国家医保局-医保动态,青海省人民政府办公厅关于印发《青海省建立长期护理保险制度实施方案》的...,https://www.nhsa.gov.cn/art/2026/6/12/art_14_20972.html,0.55,pending_review
REG_000015,2026-06-12,unknown_entity,other,unknown,insurance_compliance_risk,low,35.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,“四支付”全面开展 群众就医不再“来回跑”,regulation,国家医保局-医保动态,“四支付”全面开展 群众就医不再“来回跑”,https://www.nhsa.gov.cn/art/2026/6/12/art_14_20958.html,0.55,pending_review
REG_000016,2026-06-11,unknown_entity,other,unknown,insurance_compliance_risk,low,35.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,医保便民 “e站”进村,regulation,国家医保局-医保动态,医保便民 “e站”进村,https://www.nhsa.gov.cn/art/2026/6/11/art_14_20932.html,0.55,pending_review
REG_000017,2026-06-11,unknown_entity,other,unknown,insurance_compliance_risk,low,35.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,集采八年，到底改变了什么？,regulation,国家医保局-医保动态,集采八年，到底改变了什么？,https://www.nhsa.gov.cn/art/2026/6/11/art_14_20930.html,0.55,pending_review
REG_000018,2026-06-11,unknown_entity,other,unknown,insurance_compliance_risk,low,35.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,国家医保局上线“医保领域场景征集”功能,regulation,国家医保局-医保动态,国家医保局上线“医保领域场景征集”功能,https://www.nhsa.gov.cn/art/2026/6/11/art_14_20918.html,0.55,pending_review
REG_000019,2026-06-10,unknown_entity,other,北京,insurance_compliance_risk,high,64.8,negative,-0.65,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,北京市医保局、北京市检察院、北京市公安局联合发布依法惩治医保骗保犯罪...,regulation,国家医保局-医保动态,北京市医保局、北京市检察院、北京市公安局联合发布依法惩治医保骗保犯罪...,https://www.nhsa.gov.cn/art/2026/6/10/art_14_20927.html,0.55,pending_review
REG_000020,2026-06-10,unknown_entity,other,unknown,insurance_compliance_risk,low,35.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,医保支付方式改革有关情况介绍（第4期）,regulation,国家医保局-医保动态,医保支付方式改革有关情况介绍（第4期）,https://www.nhsa.gov.cn/art/2026/6/10/art_14_20908.html,0.55,pending_review
REG_000021,2026-06-10,unknown_entity,other,unknown,insurance_compliance_risk,low,35.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,跨省共济，让医保个账资金成为“家庭健康金”（政策解读·问答）,regulation,国家医保局-医保动态,跨省共济，让医保个账资金成为“家庭健康金”（政策解读·问答）,https://www.nhsa.gov.cn/art/2026/6/10/art_14_20913.html,0.55,pending_review
REG_000022,2026-06-09,unknown_entity,other,unknown,drug_safety_risk,low,35.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,关于2026年药品目录调整申报阶段的重要提醒,regulation,国家医保局-医保动态,关于2026年药品目录调整申报阶段的重要提醒,https://www.nhsa.gov.cn/art/2026/6/9/art_14_20910.html,0.55,pending_review
REG_000023,2026-06-09,unknown_entity,other,unknown,insurance_compliance_risk,low,35.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,医保战略采购改革国际研讨活动在京举办,regulation,国家医保局-医保动态,医保战略采购改革国际研讨活动在京举办,https://www.nhsa.gov.cn/art/2026/6/9/art_14_20901.html,0.55,pending_review
REG_000024,2026-06-09,unknown_entity,other,江苏,insurance_compliance_risk,low,35.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,江苏医保和您一起比药价,regulation,国家医保局-医保动态,江苏医保和您一起比药价,https://www.nhsa.gov.cn/art/2026/6/9/art_14_20897.html,0.55,pending_review
REG_000025,2026-06-08,unknown_entity,other,新疆,insurance_compliance_risk,low,35.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,亲情账户、家庭共济是什么，怎么用？以新疆医保为例讲解,regulation,国家医保局-医保动态,亲情账户、家庭共济是什么，怎么用？以新疆医保为例讲解,https://www.nhsa.gov.cn/art/2026/6/8/art_14_20889.html,0.55,pending_review
REG_000026,2026-06-08,unknown_entity,other,unknown,insurance_compliance_risk,low,35.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,医保支付方式改革有关情况介绍（第3期）,regulation,国家医保局-医保动态,医保支付方式改革有关情况介绍（第3期）,https://www.nhsa.gov.cn/art/2026/6/8/art_14_20886.html,0.55,pending_review
REG_000027,2026-06-08,unknown_entity,other,unknown,insurance_compliance_risk,low,35.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,焦点访谈：制度改革破局 国产创新药跑出“加速度”,regulation,国家医保局-医保动态,焦点访谈：制度改革破局 国产创新药跑出“加速度”,https://www.nhsa.gov.cn/art/2026/6/8/art_14_20882.html,0.55,pending_review
REG_000028,2026-06-07,unknown_entity,other,unknown,insurance_compliance_risk,low,35.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,“卒”不及防，“脑”动乾坤,regulation,国家医保局-医保动态,“卒”不及防，“脑”动乾坤,https://www.nhsa.gov.cn/art/2026/6/7/art_14_20872.html,0.55,pending_review
REG_000029,2026-06-07,unknown_entity,other,unknown,insurance_compliance_risk,medium,54.8,negative,-0.65,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,专项行动典型案例第四期：定点零售药店违法违规使用医保基金问题,regulation,国家医保局-医保动态,专项行动典型案例第四期：定点零售药店违法违规使用医保基金问题,https://www.nhsa.gov.cn/art/2026/6/7/art_14_20879.html,0.55,pending_review
REG_000030,2026-06-06,unknown_entity,other,unknown,insurance_compliance_risk,low,35.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,2026年第二批医保参照药预沟通论证顺利实施,regulation,国家医保局-医保动态,2026年第二批医保参照药预沟通论证顺利实施,https://www.nhsa.gov.cn/art/2026/6/6/art_14_20877.html,0.55,pending_review
REG_000031,2026-06-06,unknown_entity,other,unknown,insurance_compliance_risk,low,35.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,抗生素耐药性：滥用抗生素后果有多严重？,regulation,国家医保局-医保动态,抗生素耐药性：滥用抗生素后果有多严重？,https://www.nhsa.gov.cn/art/2026/6/6/art_14_20870.html,0.55,pending_review
REG_000032,2026-06-05,unknown_entity,other,西藏,insurance_compliance_risk,low,35.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,西藏医保和您一起比药价,regulation,国家医保局-医保动态,西藏医保和您一起比药价,https://www.nhsa.gov.cn/art/2026/6/5/art_14_20866.html,0.55,pending_review
REG_000033,2026-06-05,unknown_entity,other,unknown,insurance_compliance_risk,low,35.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,“医码”当先 刷脸无忧,regulation,国家医保局-医保动态,“医码”当先 刷脸无忧,https://www.nhsa.gov.cn/art/2026/6/5/art_14_20864.html,0.55,pending_review
REG_000034,2026-06-04,unknown_entity,other,新疆,insurance_compliance_risk,low,35.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,新疆医保和您一起比药价,regulation,国家医保局-医保动态,新疆医保和您一起比药价,https://www.nhsa.gov.cn/art/2026/6/4/art_14_20855.html,0.55,pending_review
REG_000035,2026-06-04,unknown_entity,other,unknown,insurance_compliance_risk,low,35.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,刷脸、扫码，3分钟搞定,regulation,国家医保局-医保动态,刷脸、扫码，3分钟搞定,https://www.nhsa.gov.cn/art/2026/6/4/art_14_20846.html,0.55,pending_review
REG_000036,2026-06-03,unknown_entity,other,云南,insurance_compliance_risk,low,35.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,云南医保和您一起比药价,regulation,国家医保局-医保动态,云南医保和您一起比药价,https://www.nhsa.gov.cn/art/2026/6/3/art_14_20844.html,0.55,pending_review
REG_000037,2026-06-03,unknown_entity,other,unknown,insurance_compliance_risk,low,35.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,医保支付方式改革有关情况介绍（第2期）,regulation,国家医保局-医保动态,医保支付方式改革有关情况介绍（第2期）,https://www.nhsa.gov.cn/art/2026/6/3/art_14_20842.html,0.55,pending_review
REG_000038,2026-06-03,unknown_entity,other,unknown,insurance_compliance_risk,low,35.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,“失能不失爱 保障有温度” 徐州长护经办的承诺,regulation,国家医保局-医保动态,“失能不失爱 保障有温度” 徐州长护经办的承诺,https://www.nhsa.gov.cn/art/2026/6/3/art_14_20840.html,0.55,pending_review
REG_000039,2026-06-02,unknown_entity,other,unknown,insurance_compliance_risk,low,35.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,清算提速见实效：2025年度清算5月底前圆满完成，154个统筹地区3...,regulation,国家医保局-医保动态,清算提速见实效：2025年度清算5月底前圆满完成，154个统筹地区3...,https://www.nhsa.gov.cn/art/2026/6/2/art_14_20838.html,0.55,pending_review
REG_000040,2026-06-02,unknown_entity,other,unknown,insurance_compliance_risk,low,35.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,“一人一档”提供精准服务保障,regulation,国家医保局-医保动态,“一人一档”提供精准服务保障,https://www.nhsa.gov.cn/art/2026/6/2/art_14_20833.html,0.55,pending_review
REG_000041,2026-06-02,unknown_entity,other,unknown,insurance_compliance_risk,medium,54.8,negative,-0.65,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,深入开展医保基金专项整治 严厉打击违法违规使用医保基金行为,regulation,国家医保局-医保动态,深入开展医保基金专项整治 严厉打击违法违规使用医保基金行为,https://www.nhsa.gov.cn/art/2026/6/2/art_14_20829.html,0.55,pending_review
REG_000042,2026-05-31,unknown_entity,other,unknown,insurance_compliance_risk,medium,54.8,negative,-0.65,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,专项行动典型案例第三期：定点零售药店违法违规使用医保基金问题,regulation,国家医保局-医保动态,专项行动典型案例第三期：定点零售药店违法违规使用医保基金问题,https://www.nhsa.gov.cn/art/2026/5/31/art_14_20818.html,0.55,pending_review
REG_000043,2026-05-30,unknown_entity,other,unknown,insurance_compliance_risk,low,35.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,养成新习惯，别花冤枉钱——国家医保局建议用好药店比价小程序,regulation,国家医保局-医保动态,养成新习惯，别花冤枉钱——国家医保局建议用好药店比价小程序,https://www.nhsa.gov.cn/art/2026/5/30/art_14_20812.html,0.55,pending_review
REG_000044,2026-06-01,unknown_entity,other,四川,insurance_compliance_risk,low,35.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,四川医保和您一起比药价,regulation,国家医保局-医保动态,四川医保和您一起比药价,https://www.nhsa.gov.cn/art/2026/6/1/art_14_20826.html,0.55,pending_review
REG_000045,2026-05-26,unknown_entity,other,吉林,insurance_compliance_risk,low,35.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,【吉林】吉林医保和您一起比药价,regulation,国家医保局-地方医保动态,【吉林】吉林医保和您一起比药价,http://www.nhsa.gov.cn/art/2026/5/26/art_14_20714.html,0.55,pending_review
REG_000046,2026-05-25,unknown_entity,other,山东,insurance_compliance_risk,low,35.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,【山东】测血压数据自动上云，医保个人健康档案“掌上查”,regulation,国家医保局-地方医保动态,【山东】测血压数据自动上云，医保个人健康档案“掌上查”,http://www.nhsa.gov.cn/art/2026/5/25/art_14_20700.html,0.55,pending_review
REG_000047,2026-05-24,unknown_entity,other,河南,insurance_compliance_risk,low,35.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,【河南】医保支持基层，河南有实招！,regulation,国家医保局-地方医保动态,【河南】医保支持基层，河南有实招！,http://www.nhsa.gov.cn/art/2026/5/24/art_14_20683.html,0.55,pending_review
REG_000048,2026-05-23,可查询您在省内医保定点医院,hospital,贵州,insurance_compliance_risk,low,25.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,【贵州】贵州医保微信公众号上线重要新功能 可查询您在省内医保定点医院...,regulation,国家医保局-地方医保动态,【贵州】贵州医保微信公众号上线重要新功能 可查询您在省内医保定点医院...,http://www.nhsa.gov.cn/art/2026/5/23/art_14_20690.html,0.55,pending_review
REG_000049,2026-05-22,unknown_entity,other,海南,insurance_compliance_risk,low,35.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,【海南】海南医保和您一起比药价,regulation,国家医保局-地方医保动态,【海南】海南医保和您一起比药价,http://www.nhsa.gov.cn/art/2026/5/22/art_14_20584.html,0.55,pending_review
REG_000050,2026-05-21,unknown_entity,other,黑龙江,insurance_compliance_risk,low,35.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,【黑龙江】黑龙江医保和您一起比药价,regulation,国家医保局-地方医保动态,【黑龙江】黑龙江医保和您一起比药价,http://www.nhsa.gov.cn/art/2026/5/21/art_14_20575.html,0.55,pending_review
REG_000051,2026-05-20,广西医保影像云就已覆盖绝大部分三级医院,hospital,广西,insurance_compliance_risk,low,25.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,【广西】仅三个月！广西医保影像云就已覆盖绝大部分三级医院！,regulation,国家医保局-地方医保动态,【广西】仅三个月！广西医保影像云就已覆盖绝大部分三级医院！,http://www.nhsa.gov.cn/art/2026/5/20/art_14_20565.html,0.55,pending_review
REG_000052,2026-05-13,便捷支付让群众和医院,hospital,天津,insurance_compliance_risk,low,25.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,【天津】便捷支付让群众和医院都得到了实惠,regulation,国家医保局-地方医保动态,【天津】便捷支付让群众和医院都得到了实惠,http://www.nhsa.gov.cn/art/2026/5/13/art_14_20485.html,0.55,pending_review
REG_000053,2026-05-12,unknown_entity,other,安徽,insurance_compliance_risk,low,35.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,【安徽】安徽医保和您一起比药价,regulation,国家医保局-地方医保动态,【安徽】安徽医保和您一起比药价,http://www.nhsa.gov.cn/art/2026/5/12/art_14_20481.html,0.55,pending_review
REG_000054,2026-05-11,unknown_entity,other,北京,insurance_compliance_risk,low,35.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,【北京】北京医保和您一起比药价,regulation,国家医保局-地方医保动态,【北京】北京医保和您一起比药价,http://www.nhsa.gov.cn/art/2026/5/11/art_14_20468.html,0.55,pending_review
REG_000055,2026-05-09,unknown_entity,other,甘肃,insurance_compliance_risk,low,35.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,【甘肃】甘肃医保和您一起比药价,regulation,国家医保局-地方医保动态,【甘肃】甘肃医保和您一起比药价,http://www.nhsa.gov.cn/art/2026/5/9/art_14_20451.html,0.55,pending_review
REG_000056,2026-05-09,unknown_entity,other,山东,insurance_compliance_risk,low,35.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,【山东】“出生即参、落地即享” 医保都做了啥？,regulation,国家医保局-地方医保动态,【山东】“出生即参、落地即享” 医保都做了啥？,http://www.nhsa.gov.cn/art/2026/5/9/art_14_20434.html,0.55,pending_review
REG_000057,2026-05-08,unknown_entity,other,湖南,insurance_compliance_risk,low,35.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,【湖南】湖南医保和您一起比药价,regulation,国家医保局-地方医保动态,【湖南】湖南医保和您一起比药价,http://www.nhsa.gov.cn/art/2026/5/8/art_14_20428.html,0.55,pending_review
REG_000058,2026-05-06,unknown_entity,other,江西,insurance_compliance_risk,low,35.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,【江西】江西医保和您一起比药价,regulation,国家医保局-地方医保动态,【江西】江西医保和您一起比药价,http://www.nhsa.gov.cn/art/2026/5/6/art_14_20407.html,0.55,pending_review
REG_000059,2026-04-30,unknown_entity,other,山东,insurance_compliance_risk,low,35.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,【山东】山东医保和您一起比药价,regulation,国家医保局-地方医保动态,【山东】山东医保和您一起比药价,http://www.nhsa.gov.cn/art/2026/4/30/art_14_20389.html,0.55,pending_review
REG_000060,2026-04-29,unknown_entity,other,河北,insurance_compliance_risk,low,35.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,【河北】河北医保和您一起比药价,regulation,国家医保局-地方医保动态,【河北】河北医保和您一起比药价,http://www.nhsa.gov.cn/art/2026/4/29/art_14_20373.html,0.55,pending_review
REG_000061,2026-04-28,unknown_entity,other,陕西,insurance_compliance_risk,low,35.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,【陕西】陕西医保和您一起比药价,regulation,国家医保局-地方医保动态,【陕西】陕西医保和您一起比药价,http://www.nhsa.gov.cn/art/2026/4/28/art_14_20352.html,0.55,pending_review
REG_000062,2026-05-07,unknown_entity,other,广西,insurance_compliance_risk,low,35.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,【广西】广西医保和您一起比药价,regulation,国家医保局-地方医保动态,【广西】广西医保和您一起比药价,http://www.nhsa.gov.cn/art/2026/5/7/art_14_20423.html,0.55,pending_review
REG_000063,2026-04-27,unknown_entity,other,广东,insurance_compliance_risk,low,35.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,【广东】广东医保和您一起比药价,regulation,国家医保局-地方医保动态,【广东】广东医保和您一起比药价,http://www.nhsa.gov.cn/art/2026/4/27/art_14_20344.html,0.55,pending_review
REG_000064,2026-04-24,unknown_entity,other,重庆,insurance_compliance_risk,low,35.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,【重庆】重庆医保和您一起比药价,regulation,国家医保局-地方医保动态,【重庆】重庆医保和您一起比药价,http://www.nhsa.gov.cn/art/2026/4/24/art_14_20319.html,0.55,pending_review
REG_000065,2026-04-23,unknown_entity,other,河南,insurance_compliance_risk,low,35.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,【河南】打造医保结算“快车道” 跑出便民惠企“加速度”,regulation,国家医保局-地方医保动态,【河南】打造医保结算“快车道” 跑出便民惠企“加速度”,http://www.nhsa.gov.cn/art/2026/4/23/art_14_20314.html,0.55,pending_review
REG_000066,2026-04-19,unknown_entity,other,浙江,insurance_compliance_risk,low,35.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,【浙江】数字赋能 服务提质 杭州医保便捷支付体系全面提速升级,regulation,国家医保局-地方医保动态,【浙江】数字赋能 服务提质 杭州医保便捷支付体系全面提速升级,http://www.nhsa.gov.cn/art/2026/4/19/art_14_20247.html,0.55,pending_review
REG_000067,2026-04-18,unknown_entity,other,辽宁,insurance_compliance_risk,low,35.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,【辽宁】辽宁省人民政府办公厅关于印发《辽宁省建立长期护理保险制度实施...,regulation,国家医保局-地方医保动态,【辽宁】辽宁省人民政府办公厅关于印发《辽宁省建立长期护理保险制度实施...,http://www.nhsa.gov.cn/art/2026/4/18/art_14_20243.html,0.55,pending_review
REG_000068,2026-04-17,unknown_entity,other,江西,insurance_compliance_risk,low,35.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,【江西】江西省人民政府办公厅关于印发《江西省建立长期护理保险制度实施...,regulation,国家医保局-地方医保动态,【江西】江西省人民政府办公厅关于印发《江西省建立长期护理保险制度实施...,http://www.nhsa.gov.cn/art/2026/4/17/art_14_20241.html,0.55,pending_review
REG_000069,2026-04-17,unknown_entity,other,湖南,insurance_compliance_risk,low,35.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,【湖南】7月1日起全面铺开！湖南将迎来政策范围内住院分娩“零自付”时...,regulation,国家医保局-地方医保动态,【湖南】7月1日起全面铺开！湖南将迎来政策范围内住院分娩“零自付”时...,http://www.nhsa.gov.cn/art/2026/4/17/art_14_20238.html,0.55,pending_review
REG_000070,2026-04-13,unknown_entity,other,内蒙古,insurance_compliance_risk,low,35.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,【内蒙古】内蒙古特例单议启动线上评审，结果可查可复议,regulation,国家医保局-地方医保动态,【内蒙古】内蒙古特例单议启动线上评审，结果可查可复议,http://www.nhsa.gov.cn/art/2026/4/13/art_14_20201.html,0.55,pending_review
REG_000071,2026-04-07,unknown_entity,other,广东,insurance_compliance_risk,low,35.0,neutral,0.0,medical risk event derived from regulation or health news,"institution, users/patients, sector supervision",0,5.0,【广东】告别“同病不同码” 深圳出台医保结算清单诊断编码填报指南,regulation,国家医保局-地方医保动态,【广东】告别“同病不同码” 深圳出台医保结算清单诊断编码填报指南,http://www.nhsa.gov.cn/art/2026/4/7/art_14_20135.html,0.55,pending_review
